INPUT:image	OUTPUT:result	CONFIDENCE:result	
unlabelled/5378.png	no	99.99%	
unlabelled/4413.png	no	100.00%	
unlabelled/5407.png	no	100.00%	
unlabelled/2220.png	no	99.99%	
unlabelled/2052.png	no	100.00%	
unlabelled/3367.png	no	100.00%	
unlabelled/8278.png	no	100.00%	
unlabelled/4442.png	yes	100.00%	
unlabelled/4558.png	no	100.00%	
unlabelled/2839.png	no	99.99%	
unlabelled/5024.png	no	99.99%	
unlabelled/5635.png	no	99.99%	
unlabelled/5420.png	no	99.99%	
unlabelled/3669.png	no	99.99%	
unlabelled/4491.png	other	100.00%	
unlabelled/3372.png	other	100.00%	
unlabelled/8216.png	no	99.99%	
unlabelled/3075.png	no	99.99%	
unlabelled/4909.png	no	99.99%	
unlabelled/4391.png	no	99.99%	
unlabelled/7484.png	no	99.99%	
unlabelled/3826.png	no	99.99%	
unlabelled/5586.png	yes	100.00%	
unlabelled/3611.png	no	100.00%	
unlabelled/6174.png	no	99.99%	
unlabelled/2892.png	no	100.00%	
unlabelled/3406.png	other	100.00%	
unlabelled/4960.png	no	99.99%	
unlabelled/2403.png	no	99.99%	
unlabelled/7132.png	no	100.00%	
unlabelled/5214.png	no	100.00%	
unlabelled/6771.png	no	99.99%	
unlabelled/8043.png	no	99.99%	
unlabelled/3610.png	no	99.99%	
unlabelled/3092.png	yes	100.00%	
unlabelled/7868.png	yes	100.00%	
unlabelled/6847.png	no	99.99%	
unlabelled/7668.png	no	100.00%	
unlabelled/6551.png	no	100.00%	
unlabelled/5963.png	yes	100.00%	
unlabelled/4656.png	no	100.00%	
unlabelled/6809.png	no	99.99%	
unlabelled/2366.png	no	99.99%	
unlabelled/6443.png	no	99.98%	
unlabelled/5744.png	no	99.98%	
unlabelled/4847.png	other	100.00%	
unlabelled/2158.png	no	98.12%	
unlabelled/4561.png	no	99.99%	
unlabelled/7457.png	no	99.99%	
unlabelled/5548.png	no	99.99%	
unlabelled/6866.png	no	99.99%	
unlabelled/5366.png	other	100.00%	
unlabelled/6973.png	no	99.99%	
unlabelled/2346.png	no	99.91%	
unlabelled/6970.png	no	99.99%	
unlabelled/3165.png	no	99.99%	
unlabelled/2615.png	other	100.00%	
unlabelled/2772.png	other	100.00%	
unlabelled/7614.png	no	99.99%	
unlabelled/2301.png	no	99.99%	
unlabelled/2478.png	no	100.00%	
unlabelled/7284.png	yes	100.00%	
unlabelled/6814.png	no	99.99%	
unlabelled/3566.png	no	99.99%	
unlabelled/7820.png	other	100.00%	
unlabelled/2237.png	no	100.00%	
unlabelled/4799.png	no	99.99%	
unlabelled/5303.png	no	99.99%	
unlabelled/7553.png	no	99.99%	
unlabelled/3266.png	no	100.00%	
unlabelled/2583.png	other	100.00%	
unlabelled/6376.png	no	100.00%	
unlabelled/3604.png	no	100.00%	
unlabelled/6065.png	no	99.99%	
unlabelled/6456.png	no	99.98%	
unlabelled/3820.png	other	100.00%	
unlabelled/3390.png	no	100.00%	
unlabelled/8348.png	yes	100.00%	
unlabelled/2130.png	no	99.99%	
unlabelled/2128.png	no	99.99%	
unlabelled/3755.png	other	100.00%	
unlabelled/5041.png	yes	99.99%	
unlabelled/3144.png	no	100.00%	
unlabelled/4083.png	no	100.00%	
unlabelled/3563.png	no	99.99%	
unlabelled/5220.png	yes	99.99%	
unlabelled/8012.png	other	100.00%	
unlabelled/7780.png	no	99.99%	
unlabelled/8360.png	no	99.99%	
unlabelled/2777.png	yes	100.00%	
unlabelled/6363.png	no	99.99%	
unlabelled/3159.png	no	100.00%	
unlabelled/5017.png	no	100.00%	
unlabelled/4841.png	no	99.99%	
unlabelled/7725.png	no	99.99%	
unlabelled/2166.png	no	100.00%	
unlabelled/2831.png	no	100.00%	
unlabelled/6641.png	no	99.99%	
unlabelled/2273.png	other	100.00%	
unlabelled/8316.png	no	99.98%	
unlabelled/3073.png	other	100.00%	
unlabelled/4276.png	other	100.00%	
unlabelled/2044.png	no	99.99%	
unlabelled/4254.png	yes	99.99%	
unlabelled/6309.png	no	99.99%	
unlabelled/5395.png	no	100.00%	
unlabelled/5857.png	no	99.99%	
unlabelled/4220.png	no	99.99%	
unlabelled/2770.png	no	100.00%	
unlabelled/4528.png	no	100.00%	
unlabelled/5165.png	no	99.99%	
unlabelled/6561.png	yes	100.00%	
unlabelled/5445.png	no	100.00%	
unlabelled/7436.png	no	100.00%	
unlabelled/4760.png	yes	99.99%	
unlabelled/8484.png	no	99.99%	
unlabelled/6707.png	other	99.99%	
unlabelled/4085.png	other	100.00%	
unlabelled/7493.png	no	100.00%	
unlabelled/7972.png	no	99.99%	
unlabelled/6955.png	no	99.99%	
unlabelled/7081.png	no	99.99%	
unlabelled/4987.png	no	100.00%	
unlabelled/6187.png	yes	99.99%	
unlabelled/3248.png	no	99.99%	
unlabelled/6857.png	no	99.99%	
unlabelled/4982.png	no	99.99%	
unlabelled/5488.png	yes	100.00%	
unlabelled/5950.png	no	99.99%	
unlabelled/4404.png	no	99.98%	
unlabelled/6797.png	no	99.99%	
unlabelled/7665.png	no	100.00%	
unlabelled/6806.png	no	99.99%	
unlabelled/2959.png	no	82.21%	
unlabelled/5127.png	no	99.99%	
unlabelled/5891.png	no	100.00%	
unlabelled/2336.png	no	99.99%	
unlabelled/4867.png	no	99.99%	
unlabelled/4583.png	yes	99.99%	
unlabelled/3377.png	no	100.00%	
unlabelled/3044.png	no	99.99%	
unlabelled/2695.png	no	100.00%	
unlabelled/6628.png	other	99.99%	
unlabelled/5902.png	no	100.00%	
unlabelled/4631.png	other	100.00%	
unlabelled/4268.png	no	100.00%	
unlabelled/5351.png	other	100.00%	
unlabelled/3658.png	yes	100.00%	
unlabelled/6300.png	no	100.00%	
unlabelled/4410.png	no	100.00%	
unlabelled/6917.png	no	100.00%	
unlabelled/5480.png	yes	100.00%	
unlabelled/4701.png	yes	99.99%	
unlabelled/7489.png	no	99.99%	
unlabelled/3113.png	no	99.99%	
unlabelled/6088.png	no	99.89%	
unlabelled/6486.png	other	100.00%	
unlabelled/5283.png	yes	100.00%	
unlabelled/5631.png	no	99.99%	
unlabelled/3267.png	no	100.00%	
unlabelled/7928.png	no	100.00%	
unlabelled/2888.png	no	99.98%	
unlabelled/7340.png	no	100.00%	
unlabelled/7407.png	no	99.99%	
unlabelled/3133.png	other	100.00%	
unlabelled/6092.png	other	99.99%	
unlabelled/6722.png	no	100.00%	
unlabelled/5228.png	other	99.99%	
unlabelled/2764.png	other	99.99%	
unlabelled/5665.png	no	99.99%	
unlabelled/6946.png	no	100.00%	
unlabelled/3901.png	no	99.99%	
unlabelled/3403.png	yes	100.00%	
unlabelled/2635.png	no	99.99%	
unlabelled/4802.png	no	99.99%	
unlabelled/8096.png	no	100.00%	
unlabelled/2591.png	no	100.00%	
unlabelled/6897.png	no	99.99%	
unlabelled/2519.png	no	99.99%	
unlabelled/8150.png	no	99.99%	
unlabelled/5447.png	yes	99.99%	
unlabelled/4221.png	no	99.99%	
unlabelled/4876.png	yes	100.00%	
unlabelled/8003.png	no	99.99%	
unlabelled/3290.png	no	99.97%	
unlabelled/8161.png	no	100.00%	
unlabelled/7782.png	other	99.99%	
unlabelled/6909.png	no	87.59%	
unlabelled/6598.png	no	100.00%	
unlabelled/8317.png	no	99.99%	
unlabelled/3080.png	yes	100.00%	
unlabelled/3384.png	no	99.99%	
unlabelled/6252.png	no	99.99%	
unlabelled/3429.png	no	100.00%	
unlabelled/5788.png	no	99.99%	
unlabelled/3641.png	no	99.99%	
unlabelled/7172.png	yes	100.00%	
unlabelled/3517.png	no	99.99%	
unlabelled/4762.png	no	99.99%	
unlabelled/7311.png	yes	100.00%	
unlabelled/2357.png	no	99.99%	
unlabelled/4224.png	yes	100.00%	
unlabelled/3779.png	other	99.99%	
unlabelled/8084.png	no	99.99%	
unlabelled/8366.png	other	100.00%	
unlabelled/8149.png	other	100.00%	
unlabelled/7888.png	no	99.99%	
unlabelled/8319.png	other	100.00%	
unlabelled/4824.png	no	100.00%	
unlabelled/8017.png	yes	100.00%	
unlabelled/4461.png	yes	100.00%	
unlabelled/3291.png	no	100.00%	
unlabelled/7417.png	no	99.99%	
unlabelled/5584.png	no	99.99%	
unlabelled/8455.png	other	100.00%	
unlabelled/3553.png	no	99.93%	
unlabelled/2347.png	yes	99.99%	
unlabelled/2931.png	no	99.99%	
unlabelled/2441.png	yes	99.99%	
unlabelled/5759.png	no	99.99%	
unlabelled/6033.png	no	100.00%	
unlabelled/8264.png	no	99.99%	
unlabelled/5731.png	no	100.00%	
unlabelled/5484.png	no	99.99%	
unlabelled/7733.png	other	100.00%	
unlabelled/5465.png	other	100.00%	
unlabelled/7601.png	no	100.00%	
unlabelled/6383.png	other	100.00%	
unlabelled/2262.png	yes	99.99%	
unlabelled/4010.png	no	100.00%	
unlabelled/2979.png	other	84.89%	
unlabelled/3939.png	no	99.99%	
unlabelled/3567.png	yes	100.00%	
unlabelled/8452.png	no	99.99%	
unlabelled/5386.png	no	99.99%	
unlabelled/3201.png	no	99.99%	
unlabelled/5546.png	no	100.00%	
unlabelled/3696.png	no	99.97%	
unlabelled/6290.png	no	99.99%	
unlabelled/5296.png	no	99.99%	
unlabelled/3615.png	no	100.00%	
unlabelled/4045.png	no	100.00%	
unlabelled/4662.png	no	100.00%	
unlabelled/3667.png	no	99.99%	
unlabelled/3718.png	no	99.99%	
unlabelled/5828.png	no	99.99%	
unlabelled/5459.png	yes	99.99%	
unlabelled/6121.png	no	100.00%	
unlabelled/7270.png	no	99.99%	
unlabelled/3873.png	no	99.96%	
unlabelled/3032.png	yes	100.00%	
unlabelled/5371.png	other	100.00%	
unlabelled/3512.png	no	99.95%	
unlabelled/3671.png	no	99.99%	
unlabelled/5837.png	other	100.00%	
unlabelled/5476.png	yes	100.00%	
unlabelled/5034.png	no	99.99%	
unlabelled/2198.png	other	100.00%	
unlabelled/2850.png	no	99.99%	
unlabelled/5804.png	no	99.99%	
unlabelled/2873.png	no	99.99%	
unlabelled/4022.png	no	99.99%	
unlabelled/3243.png	no	100.00%	
unlabelled/5181.png	yes	100.00%	
unlabelled/4826.png	no	99.99%	
unlabelled/8046.png	other	100.00%	
unlabelled/6735.png	no	99.97%	
unlabelled/7579.png	no	99.99%	
unlabelled/8300.png	no	99.99%	
unlabelled/8381.png	no	100.00%	
unlabelled/4739.png	other	100.00%	
unlabelled/2623.png	no	100.00%	
unlabelled/6356.png	no	99.99%	
unlabelled/3699.png	no	100.00%	
unlabelled/4405.png	no	99.99%	
unlabelled/5373.png	other	100.00%	
unlabelled/5182.png	no	99.99%	
unlabelled/8446.png	no	99.99%	
unlabelled/7983.png	yes	100.00%	
unlabelled/4277.png	no	99.99%	
unlabelled/2173.png	no	99.99%	
unlabelled/3306.png	no	100.00%	
unlabelled/3405.png	yes	100.00%	
unlabelled/2033.png	other	100.00%	
unlabelled/4065.png	no	99.99%	
unlabelled/7106.png	no	99.99%	
unlabelled/7124.png	no	99.99%	
unlabelled/6624.png	no	100.00%	
unlabelled/4348.png	no	99.99%	
unlabelled/3397.png	no	99.97%	
unlabelled/8427.png	no	99.98%	
unlabelled/2402.png	no	99.99%	
unlabelled/5256.png	other	99.99%	
unlabelled/2077.png	other	100.00%	
unlabelled/4097.png	no	100.00%	
unlabelled/2275.png	no	99.99%	
unlabelled/5689.png	no	99.98%	
unlabelled/4455.png	no	99.98%	
unlabelled/3702.png	yes	99.99%	
unlabelled/2249.png	no	99.99%	
unlabelled/6568.png	no	99.99%	
unlabelled/3264.png	no	99.99%	
unlabelled/4736.png	no	100.00%	
unlabelled/8175.png	yes	100.00%	
unlabelled/8409.png	no	100.00%	
unlabelled/3238.png	no	100.00%	
unlabelled/8112.png	no	100.00%	
unlabelled/4197.png	no	99.99%	
unlabelled/7830.png	no	99.99%	
unlabelled/7025.png	no	99.99%	
unlabelled/5387.png	no	100.00%	
unlabelled/2718.png	no	100.00%	
unlabelled/5427.png	yes	100.00%	
unlabelled/6929.png	no	100.00%	
unlabelled/7508.png	yes	100.00%	
unlabelled/3294.png	no	100.00%	
unlabelled/4636.png	yes	100.00%	
unlabelled/7534.png	yes	100.00%	
unlabelled/5909.png	no	99.99%	
unlabelled/7518.png	no	99.99%	
unlabelled/8132.png	no	99.99%	
unlabelled/7874.png	no	100.00%	
unlabelled/6541.png	no	100.00%	
unlabelled/5781.png	no	100.00%	
unlabelled/3767.png	no	100.00%	
unlabelled/2264.png	no	99.99%	
unlabelled/2489.png	no	100.00%	
unlabelled/6726.png	yes	100.00%	
unlabelled/2894.png	yes	100.00%	
unlabelled/8374.png	other	100.00%	
unlabelled/2396.png	no	100.00%	
unlabelled/3534.png	no	100.00%	
unlabelled/6875.png	other	100.00%	
unlabelled/2669.png	no	100.00%	
unlabelled/8100.png	no	100.00%	
unlabelled/8458.png	other	100.00%	
unlabelled/2104.png	no	100.00%	
unlabelled/2317.png	other	100.00%	
unlabelled/6581.png	other	100.00%	
unlabelled/8140.png	no	100.00%	
unlabelled/6285.png	no	99.99%	
unlabelled/6910.png	yes	100.00%	
unlabelled/4819.png	no	99.99%	
unlabelled/4534.png	no	99.97%	
unlabelled/6907.png	no	100.00%	
unlabelled/6680.png	no	99.99%	
unlabelled/3427.png	no	99.99%	
unlabelled/5158.png	other	100.00%	
unlabelled/2613.png	no	99.99%	
unlabelled/7658.png	no	99.99%	
unlabelled/2143.png	no	99.99%	
unlabelled/6531.png	no	99.99%	
unlabelled/7759.png	no	99.99%	
unlabelled/4152.png	no	100.00%	
unlabelled/6877.png	other	100.00%	
unlabelled/2254.png	other	100.00%	
unlabelled/4131.png	no	99.99%	
unlabelled/3796.png	no	99.99%	
unlabelled/5062.png	no	99.99%	
unlabelled/7043.png	other	100.00%	
unlabelled/3773.png	yes	100.00%	
unlabelled/3204.png	no	100.00%	
unlabelled/2326.png	no	99.99%	
unlabelled/5780.png	no	100.00%	
unlabelled/2709.png	no	99.99%	
unlabelled/5547.png	no	100.00%	
unlabelled/5784.png	no	99.83%	
unlabelled/2811.png	no	99.99%	
unlabelled/2039.png	no	99.99%	
unlabelled/2742.png	no	100.00%	
unlabelled/4709.png	no	100.00%	
unlabelled/5336.png	yes	100.00%	
unlabelled/6834.png	no	99.99%	
unlabelled/3084.png	no	100.00%	
unlabelled/8276.png	no	99.99%	
unlabelled/2817.png	no	99.99%	
unlabelled/8153.png	no	99.99%	
unlabelled/2705.png	other	100.00%	
unlabelled/3635.png	other	100.00%	
unlabelled/7741.png	no	99.99%	
unlabelled/2194.png	no	99.99%	
unlabelled/4148.png	no	99.99%	
unlabelled/5328.png	no	100.00%	
unlabelled/6129.png	no	99.99%	
unlabelled/3659.png	no	100.00%	
unlabelled/5721.png	no	100.00%	
unlabelled/2900.png	other	100.00%	
unlabelled/5880.png	other	100.00%	
unlabelled/7659.png	no	99.99%	
unlabelled/5934.png	no	100.00%	
unlabelled/6682.png	no	100.00%	
unlabelled/8034.png	no	99.99%	
unlabelled/6858.png	no	99.99%	
unlabelled/5348.png	yes	100.00%	
unlabelled/5528.png	no	99.99%	
unlabelled/2761.png	yes	100.00%	
unlabelled/3657.png	yes	100.00%	
unlabelled/6677.png	yes	99.99%	
unlabelled/3803.png	no	100.00%	
unlabelled/3417.png	no	99.99%	
unlabelled/2870.png	other	100.00%	
unlabelled/5851.png	no	99.99%	
unlabelled/7096.png	no	99.99%	
unlabelled/2337.png	no	99.99%	
unlabelled/2311.png	no	99.99%	
unlabelled/3818.png	no	99.98%	
unlabelled/4567.png	no	99.99%	
unlabelled/8423.png	yes	99.99%	
unlabelled/4878.png	other	100.00%	
unlabelled/6210.png	no	99.98%	
unlabelled/4553.png	no	99.99%	
unlabelled/8187.png	no	99.99%	
unlabelled/6459.png	no	99.99%	
unlabelled/6425.png	no	99.97%	
unlabelled/8327.png	other	100.00%	
unlabelled/4632.png	no	99.99%	
unlabelled/2434.png	no	100.00%	
unlabelled/5170.png	no	99.97%	
unlabelled/5742.png	no	99.75%	
unlabelled/5152.png	yes	100.00%	
unlabelled/7791.png	other	100.00%	
unlabelled/5930.png	no	100.00%	
unlabelled/3202.png	no	100.00%	
unlabelled/4958.png	no	99.99%	
unlabelled/6508.png	yes	100.00%	
unlabelled/2926.png	other	100.00%	
unlabelled/8296.png	no	99.97%	
unlabelled/3840.png	no	99.97%	
unlabelled/5834.png	no	99.99%	
unlabelled/2466.png	no	99.99%	
unlabelled/8063.png	no	99.99%	
unlabelled/7214.png	no	99.99%	
unlabelled/7445.png	no	99.95%	
unlabelled/5795.png	other	99.99%	
unlabelled/6182.png	other	100.00%	
unlabelled/3570.png	no	100.00%	
unlabelled/3356.png	no	100.00%	
unlabelled/7672.png	no	99.97%	
unlabelled/4788.png	no	99.99%	
unlabelled/5145.png	yes	99.99%	
unlabelled/5618.png	no	99.99%	
unlabelled/4140.png	no	99.99%	
unlabelled/3951.png	other	87.20%	
unlabelled/5806.png	no	100.00%	
unlabelled/7834.png	no	100.00%	
unlabelled/7084.png	no	99.99%	
unlabelled/5257.png	no	99.99%	
unlabelled/2420.png	no	99.99%	
unlabelled/4286.png	yes	100.00%	
unlabelled/5029.png	no	99.98%	
unlabelled/4980.png	no	100.00%	
unlabelled/3830.png	no	100.00%	
unlabelled/8483.png	no	99.99%	
unlabelled/4318.png	other	100.00%	
unlabelled/3297.png	no	100.00%	
unlabelled/8295.png	no	100.00%	
unlabelled/6506.png	no	100.00%	
unlabelled/3546.png	no	100.00%	
unlabelled/5338.png	no	100.00%	
unlabelled/7098.png	no	100.00%	
unlabelled/2289.png	no	99.99%	
unlabelled/6835.png	no	99.99%	
unlabelled/2154.png	other	100.00%	
unlabelled/5166.png	yes	100.00%	
unlabelled/3185.png	no	99.99%	
unlabelled/7920.png	no	100.00%	
unlabelled/4603.png	no	100.00%	
unlabelled/3984.png	no	99.99%	
unlabelled/6671.png	no	99.99%	
unlabelled/2714.png	yes	100.00%	
unlabelled/2741.png	no	99.99%	
unlabelled/4507.png	no	99.99%	
unlabelled/7674.png	no	99.99%	
unlabelled/3528.png	no	99.99%	
unlabelled/5925.png	no	100.00%	
unlabelled/6160.png	yes	100.00%	
unlabelled/6440.png	no	99.99%	
unlabelled/2816.png	no	99.99%	
unlabelled/6779.png	no	99.99%	
unlabelled/5129.png	no	99.98%	
unlabelled/6803.png	no	99.99%	
unlabelled/4261.png	no	99.99%	
unlabelled/5081.png	no	99.99%	
unlabelled/7233.png	no	100.00%	
unlabelled/2499.png	yes	100.00%	
unlabelled/2240.png	yes	100.00%	
unlabelled/4423.png	no	99.90%	
unlabelled/7869.png	no	99.97%	
unlabelled/5869.png	no	99.94%	
unlabelled/2175.png	no	99.98%	
unlabelled/6318.png	no	99.99%	
unlabelled/3896.png	no	99.99%	
unlabelled/4840.png	no	99.99%	
unlabelled/4133.png	no	99.99%	
unlabelled/2776.png	no	99.99%	
unlabelled/7366.png	no	99.99%	
unlabelled/2023.png	no	99.99%	
unlabelled/5822.png	no	99.99%	
unlabelled/6776.png	yes	100.00%	
unlabelled/4732.png	no	99.99%	
unlabelled/6151.png	yes	99.99%	
unlabelled/5836.png	yes	99.99%	
unlabelled/4503.png	no	99.99%	
unlabelled/3060.png	no	99.99%	
unlabelled/8289.png	other	100.00%	
unlabelled/4871.png	no	99.99%	
unlabelled/5271.png	no	99.99%	
unlabelled/8341.png	no	100.00%	
unlabelled/4999.png	other	100.00%	
unlabelled/5275.png	no	100.00%	
unlabelled/6404.png	yes	99.99%	
unlabelled/3369.png	no	99.99%	
unlabelled/4804.png	no	99.99%	
unlabelled/4223.png	other	100.00%	
unlabelled/8070.png	no	99.96%	
unlabelled/6713.png	no	100.00%	
unlabelled/2323.png	no	99.99%	
unlabelled/2258.png	no	100.00%	
unlabelled/2412.png	no	99.99%	
unlabelled/5636.png	other	100.00%	
unlabelled/2577.png	no	99.99%	
unlabelled/7226.png	no	99.99%	
unlabelled/6567.png	no	100.00%	
unlabelled/2444.png	other	100.00%	
unlabelled/7986.png	no	99.91%	
unlabelled/5276.png	yes	100.00%	
unlabelled/4531.png	yes	100.00%	
unlabelled/2376.png	no	99.99%	
unlabelled/8236.png	yes	100.00%	
unlabelled/8404.png	other	100.00%	
unlabelled/7251.png	no	100.00%	
unlabelled/7825.png	yes	100.00%	
unlabelled/5194.png	no	100.00%	
unlabelled/3554.png	no	100.00%	
unlabelled/2713.png	yes	99.99%	
unlabelled/3182.png	no	100.00%	
unlabelled/2302.png	no	100.00%	
unlabelled/3740.png	no	99.98%	
unlabelled/7186.png	no	99.99%	
unlabelled/3015.png	no	99.99%	
unlabelled/3327.png	no	99.99%	
unlabelled/2799.png	other	100.00%	
unlabelled/6854.png	no	100.00%	
unlabelled/6903.png	no	100.00%	
unlabelled/6775.png	yes	100.00%	
unlabelled/3956.png	no	99.99%	
unlabelled/7695.png	other	100.00%	
unlabelled/6463.png	no	99.99%	
unlabelled/2109.png	no	100.00%	
unlabelled/8238.png	no	100.00%	
unlabelled/7722.png	no	99.99%	
unlabelled/4510.png	no	99.99%	
unlabelled/4408.png	no	99.99%	
unlabelled/5432.png	no	99.99%	
unlabelled/5995.png	no	100.00%	
unlabelled/5306.png	no	99.99%	
unlabelled/5376.png	no	100.00%	
unlabelled/4238.png	no	100.00%	
unlabelled/4816.png	no	100.00%	
unlabelled/8111.png	no	100.00%	
unlabelled/7636.png	other	100.00%	
unlabelled/6460.png	no	99.99%	
unlabelled/7470.png	no	100.00%	
unlabelled/6298.png	no	100.00%	
unlabelled/6246.png	no	99.99%	
unlabelled/5206.png	no	99.99%	
unlabelled/6732.png	no	100.00%	
unlabelled/7768.png	no	100.00%	
unlabelled/6015.png	no	100.00%	
unlabelled/2822.png	other	100.00%	
unlabelled/7356.png	no	99.99%	
unlabelled/2570.png	no	100.00%	
unlabelled/6115.png	no	100.00%	
unlabelled/3160.png	yes	100.00%	
unlabelled/5424.png	yes	99.99%	
unlabelled/3703.png	no	100.00%	
unlabelled/5996.png	no	100.00%	
unlabelled/2616.png	no	100.00%	
unlabelled/6449.png	no	100.00%	
unlabelled/6811.png	no	100.00%	
unlabelled/6972.png	no	100.00%	
unlabelled/3827.png	no	100.00%	
unlabelled/4417.png	no	100.00%	
unlabelled/3190.png	no	100.00%	
unlabelled/5502.png	no	99.99%	
unlabelled/7979.png	yes	99.99%	
unlabelled/6071.png	no	100.00%	
unlabelled/6235.png	no	100.00%	
unlabelled/3444.png	no	99.99%	
unlabelled/3648.png	no	99.99%	
unlabelled/4400.png	no	99.99%	
unlabelled/5105.png	other	100.00%	
unlabelled/7802.png	no	100.00%	
unlabelled/6958.png	no	100.00%	
unlabelled/3194.png	no	99.99%	
unlabelled/6562.png	no	99.99%	
unlabelled/4525.png	no	99.99%	
unlabelled/5790.png	yes	100.00%	
unlabelled/2587.png	yes	100.00%	
unlabelled/3564.png	no	99.99%	
unlabelled/2988.png	no	99.97%	
unlabelled/7155.png	no	100.00%	
unlabelled/7912.png	no	99.99%	
unlabelled/4761.png	yes	100.00%	
unlabelled/2885.png	other	99.99%	
unlabelled/7153.png	yes	100.00%	
unlabelled/8496.png	yes	100.00%	
unlabelled/2381.png	no	99.99%	
unlabelled/7256.png	yes	100.00%	
unlabelled/6328.png	yes	100.00%	
unlabelled/8072.png	other	100.00%	
unlabelled/5979.png	no	100.00%	
unlabelled/2630.png	no	99.99%	
unlabelled/5855.png	no	99.99%	
unlabelled/6574.png	no	99.99%	
unlabelled/8322.png	no	99.99%	
unlabelled/2350.png	no	99.99%	
unlabelled/6250.png	no	99.90%	
unlabelled/3985.png	no	100.00%	
unlabelled/4754.png	no	99.89%	
unlabelled/3424.png	no	99.98%	
unlabelled/4598.png	no	99.99%	
unlabelled/8354.png	yes	100.00%	
unlabelled/7015.png	no	100.00%	
unlabelled/3979.png	no	100.00%	
unlabelled/6256.png	no	100.00%	
unlabelled/2794.png	other	100.00%	
unlabelled/4448.png	no	99.99%	
unlabelled/3090.png	other	100.00%	
unlabelled/6560.png	no	99.99%	
unlabelled/3467.png	no	100.00%	
unlabelled/3970.png	no	100.00%	
unlabelled/5729.png	yes	99.99%	
unlabelled/8209.png	other	100.00%	
unlabelled/2100.png	no	100.00%	
unlabelled/3601.png	no	100.00%	
unlabelled/6258.png	no	100.00%	
unlabelled/7395.png	yes	99.99%	
unlabelled/7236.png	no	100.00%	
unlabelled/7267.png	yes	99.99%	
unlabelled/8006.png	no	100.00%	
unlabelled/4435.png	no	99.93%	
unlabelled/6038.png	no	99.99%	
unlabelled/7133.png	no	100.00%	
unlabelled/4988.png	no	99.99%	
unlabelled/7794.png	no	99.99%	
unlabelled/3712.png	no	99.99%	
unlabelled/5829.png	other	100.00%	
unlabelled/5270.png	other	100.00%	
unlabelled/3292.png	no	99.96%	
unlabelled/2169.png	yes	99.99%	
unlabelled/6184.png	no	99.99%	
unlabelled/2803.png	no	99.99%	
unlabelled/5115.png	no	99.99%	
unlabelled/5606.png	other	100.00%	
unlabelled/3666.png	other	100.00%	
unlabelled/6406.png	no	99.99%	
unlabelled/2142.png	no	100.00%	
unlabelled/4415.png	yes	100.00%	
unlabelled/3675.png	no	100.00%	
unlabelled/5573.png	yes	100.00%	
unlabelled/7148.png	no	99.99%	
unlabelled/4568.png	no	99.93%	
unlabelled/5453.png	no	99.99%	
unlabelled/6843.png	no	100.00%	
unlabelled/2383.png	no	100.00%	
unlabelled/6504.png	no	99.99%	
unlabelled/5885.png	no	99.64%	
unlabelled/8224.png	other	100.00%	
unlabelled/5656.png	no	99.99%	
unlabelled/3548.png	other	99.99%	
unlabelled/5653.png	no	99.99%	
unlabelled/4338.png	yes	89.27%	
unlabelled/4713.png	no	99.99%	
unlabelled/7160.png	no	99.99%	
unlabelled/2914.png	no	99.95%	
unlabelled/4095.png	no	99.99%	
unlabelled/8386.png	no	99.97%	
unlabelled/7587.png	no	99.99%	
unlabelled/3398.png	no	99.99%	
unlabelled/3252.png	no	99.99%	
unlabelled/3016.png	yes	100.00%	
unlabelled/6022.png	no	99.96%	
unlabelled/2349.png	no	99.99%	
unlabelled/2389.png	no	99.99%	
unlabelled/3174.png	yes	100.00%	
unlabelled/3595.png	other	100.00%	
unlabelled/3175.png	no	100.00%	
unlabelled/6058.png	no	100.00%	
unlabelled/7212.png	other	100.00%	
unlabelled/4351.png	no	99.99%	
unlabelled/2092.png	no	99.98%	
unlabelled/5718.png	other	99.99%	
unlabelled/4019.png	yes	100.00%	
unlabelled/6468.png	no	99.99%	
unlabelled/2707.png	no	99.82%	
unlabelled/4833.png	no	99.99%	
unlabelled/4170.png	no	99.99%	
unlabelled/7303.png	no	99.98%	
unlabelled/6333.png	other	100.00%	
unlabelled/3310.png	no	100.00%	
unlabelled/8201.png	no	99.97%	
unlabelled/3965.png	no	99.99%	
unlabelled/7800.png	other	99.99%	
unlabelled/2188.png	no	99.99%	
unlabelled/4795.png	yes	100.00%	
unlabelled/4046.png	other	100.00%	
unlabelled/7531.png	no	99.96%	
unlabelled/4384.png	no	99.96%	
unlabelled/3835.png	no	99.99%	
unlabelled/4978.png	no	100.00%	
unlabelled/3137.png	no	99.99%	
unlabelled/8249.png	no	99.99%	
unlabelled/2543.png	no	100.00%	
unlabelled/7215.png	no	99.99%	
unlabelled/7343.png	no	99.99%	
unlabelled/6102.png	no	99.99%	
unlabelled/8493.png	no	99.99%	
unlabelled/8030.png	no	99.99%	
unlabelled/6212.png	no	100.00%	
unlabelled/7504.png	no	99.99%	
unlabelled/8166.png	no	99.96%	
unlabelled/2679.png	other	100.00%	
unlabelled/6393.png	no	99.99%	
unlabelled/5330.png	no	99.99%	
unlabelled/7146.png	yes	100.00%	
unlabelled/3705.png	yes	100.00%	
unlabelled/3227.png	yes	100.00%	
unlabelled/6738.png	no	98.18%	
unlabelled/3952.png	no	99.98%	
